"U_ID","Transcription","Backchannel","Pair","Interlocutor","Task"
"63_Spontaneous","Det frister mer med en øl enn en flaske Cava hvis jeg kommer men","0","63","63_B","Spontaneous"
"63_Spontaneous","Eller ti eller noe sånn","0","63","63_B","Spontaneous"
"63_Spontaneous","xxx","0","63","63_B","Spontaneous"
"63_Spontaneous","Ja","1","63","63_A","Spontaneous"
"63_Spontaneous","Ja","1","63","63_A","Spontaneous"
"63_Spontaneous","Vi skal jo ikke være så sent på parken vel","0","63","63_B","Spontaneous"
"63_Spontaneous","Nei. Nei vi skal ikke på Parken da tror jeg. Da skal vi jo rett på-","0","63","63_A","Spontaneous"
"63_Spontaneous","Nei","1","63","63_A","Spontaneous"
"63_Spontaneous","Nei vi skal ikke på parken nå tror jeg","0","63","63_A","Spontaneous"
"63_Spontaneous","Nei på silent ja.","0","63","63_B","Spontaneous"
"63_Spontaneous","Da skal vi rett på silent ja","0","63","63_B","Spontaneous"
"63_Spontaneous","Ja.","1","63","63_A","Spontaneous"
"63_Spontaneous","Ja","1","63","63_A","Spontaneous"
"63_Spontaneous","xxx hva egentlig må gjøre i stand nå?","0","63","63_B","Spontaneous"
"63_Spontaneous","Men vent litt, hva er det egentlig vi skal gjøre i stand nå","0","63","63_B","Spontaneous"
"63_Spontaneous","Eller er det bare for at hun vil at vi skal se om vi snakker det er sikkert noe sånn eksperiment tror du ikke det?","0","63","63_B","Spontaneous"
"63_Spontaneous","Sitter og følgler f-","0","63","63_A","Spontaneous"
"63_Spontaneous","xxx de skal se hvordan vi snakker, det er sikkert noe sånn eksperiment xxx","0","63","63_B","Spontaneous"
"63_Spontaneous","Sitter å følger opp","0","63","63_A","Spontaneous"
"63_Spontaneous","xxx for å se hvor godt vi kjenner hverandre eller noe? Jeg vet ikke.","0","63","63_A","Spontaneous"
"63_Spontaneous","De kan, for å se hvor godt vi kjenner hverandre eller noe jeg vet ikke","0","63","63_A","Spontaneous"
"63_Spontaneous","Faen det irriterte meg litt det der spillet.","0","63","63_B","Spontaneous"
"63_Spontaneous","Faen det var teit med dette her spillet","0","63","63_B","Spontaneous"
"63_Spontaneous","Ja jeg vet det.","0","63","63_A","Spontaneous"
"63_Spontaneous","Ja jeg vet det","1","63","63_A","Spontaneous"
"63_Spontaneous","Det var jo helt umulig å forstå greiene der på slutten synest-","0","63","63_B","Spontaneous"
"63_Spontaneous","Det var jo helt umulig å forstå det greiene der på slutten","0","63","63_B","Spontaneous"
"63_Spontaneous","Det må- ja for då- det virker som vi- du fant et pattern og så bare","0","63","63_A","Spontaneous"
"63_Spontaneous","Det må ja, for det, det var, det virker som vi du fant et pattern også bare","0","63","63_A","Spontaneous"
"63_Spontaneous","Hadde jo pattern som faen i begynnelsen vi var jo nesten på to k sånn halvveis i ga- i gamet.","0","63","63_B","Spontaneous"
"63_Spontaneous","Hadde jo pattern som faen, vi hadde sånn vi var jo nesten på 2K sånn halvveis i gamet","0","63","63_B","Spontaneous"
"63_Spontaneous","Haha jeg vet.","1","63","63_A","Spontaneous"
"63_Spontaneous","Haha jeg vet","1","63","63_A","Spontaneous"
"63_Spontaneous","Åh.","0","63","63_A","Spontaneous"
"63_Spontaneous","Sukk","1","63","63_A","Spontaneous"
"63_Spontaneous","Men eh det er det altså det- eller det er litt rart om patternet skulle endre seg da. Det må vel heller vært at noe- jeg tror de- jeg tror det egentlig har noe med fargeskifte at det var sånn det var mørkere farger på venstre siden enn på høyre siden og så byttet det for det s- det ligger du ikke så godt merke til.","0","63","63_A","Spontaneous"
"63_Spontaneous","Men eh, det er det, altså","0","63","63_A","Spontaneous"
"63_Spontaneous","Det er, det er litt rart om patternet skulle endre seg da","0","63","63_A","Spontaneous"
"63_Spontaneous","Ja.","1","63","63_B","Spontaneous"
"63_Spontaneous","Det må jo hellert vært å, noe","0","63","63_A","Spontaneous"
"63_Spontaneous","Jeg tror det, jeg tror det egentlig var noe med fargeskiftet at det var sånn m-, det var mørkere farger på venstre sidene enn på høyre siden også bytta det for det legger du ikke så godt merke til","0","63","63_A","Spontaneous"
"63_Spontaneous","Det kan hende.","0","63","63_B","Spontaneous"
"63_Spontaneous","Det kan hende","1","63","63_B","Spontaneous"
"63_Spontaneous","Men eh vi- eh vi fikk ikke nok tid til å teste det for plutselig så kom vi inn i vanlig pattern igjen og bare","0","63","63_A","Spontaneous"
"63_Spontaneous","Men eh","0","63","63_A","Spontaneous"
"63_Spontaneous","Vi f-, vi fikk ikke nok tid til å teste det for plutselig så kom vi inn i den vanlige patternen igjen og bare","0","63","63_A","Spontaneous"
"63_Spontaneous","Mm","1","63","63_B","Spontaneous"
"63_Spontaneous","Spørsmålet er om du klarer å jobbe med noe master nå ble litt sliten i hodet av de der greiene.","0","63","63_B","Spontaneous"
"63_Spontaneous","Spørsmålet er jo om jeg klarer å jobbe med noe master nå, blir jo sliten i hodet av det der greiene","0","63","63_B","Spontaneous"
"63_Spontaneous","Haha.","0","63","63_A","Spontaneous"
"63_Spontaneous","Haha","1","63","63_A","Spontaneous"
"63_Spontaneous","Konser jo som faen.","0","63","63_B","Spontaneous"
"63_Spontaneous","Det xxx som barn","0","63","63_B","Spontaneous"
"63_Spontaneous","Ja jeg tenker å sitte på lesesalen til halv fem eller noe og så ja det er ikke så lenge. Og så stikker vi på polet og så","0","63","63_A","Spontaneous"
"63_Spontaneous","Ja jeg tenker vi sitter på lesesalen til halv fem eller noe, også","0","63","63_A","Spontaneous"
"63_Spontaneous","Såpass.","1","63","63_B","Spontaneous"
"63_Spontaneous","Ja","0","63","63_A","Spontaneous"
"63_Spontaneous","Det er ikke så lenge","0","63","63_A","Spontaneous"
"63_Spontaneous","Også stikker vi på polet","0","63","63_A","Spontaneous"
"63_Spontaneous","Også","0","63","63_A","Spontaneous"
"63_Spontaneous","xxx jobb altså fa-","0","63","63_B","Spontaneous"
"63_Spontaneous","Jeg skal egentlig på jobb, altså før","0","63","63_B","Spontaneous"
"63_Spontaneous","Når skal du på jobb? Fire? Haha.","0","63","63_A","Spontaneous"
"63_Spontaneous","Når skal du på jobb?","0","63","63_A","Spontaneous"
"63_Spontaneous","Fire?","0","63","63_A","Spontaneous"
"63_Spontaneous","Fire. Fi-","0","63","63_B","Spontaneous"
"63_Spontaneous","Fire","0","63","63_B","Spontaneous"
"63_Spontaneous","Fire haha","0","63","63_A","Spontaneous"
"63_Spontaneous","Får ikke gjort så mye master i dag tror jeg.","0","63","63_B","Spontaneous"
"63_Spontaneous","Føler ikke jeg har gjort så mye master denne uka","0","63","63_B","Spontaneous"
"63_Spontaneous","Nei. Jeg må omstrukturerer omstrukturere hele teorikapittelet i dag eller jeg- får ikke gjort det i dag da men.","0","63","63_A","Spontaneous"
"63_Spontaneous","Nei","1","63","63_A","Spontaneous"
"63_Spontaneous","Jeg må omstrukturere, omstrukturere hele teori kapittelet idag, eller jeg får ikke gjort det idag da","0","63","63_A","Spontaneous"
"63_Spontaneous","Åh?","1","63","63_B","Spontaneous"
"63_Spontaneous","Må du det?","0","63","63_B","Spontaneous"
"63_Spontaneous","Det blir noe jævlig py","0","63","63_A","Spontaneous"
"63_Spontaneous","Det blir noe jævlig xxx","0","63","63_A","Spontaneous"
"63_Spontaneous","Men eh","0","63","63_A","Spontaneous"
"63_Spontaneous","Men eh","0","63","63_A","Spontaneous"
"63_Spontaneous","Altså det er bare å sitte på skolen i helgene fremover da så kommer seg gjennom det det skal jeg gjøre. Tror ikke det er så stress.","0","63","63_A","Spontaneous"
"63_Spontaneous","Altså det er bare å sitte på skolen i helgene fremover så","0","63","63_A","Spontaneous"
"63_Spontaneous","Komme seg gjennom det helvetes greiene","0","63","63_A","Spontaneous"
"63_Spontaneous","Tror ikke det er så stress","0","63","63_A","Spontaneous"
"63_Spontaneous","Aha","1","63","63_B","Spontaneous"
"63_Spontaneous","Det er det","0","63","63_B","Spontaneous"
"63_Spontaneous","Faen er de- xxx som skjer nå?","0","63","63_B","Spontaneous"
"63_Spontaneous","Hva er det","0","63","63_B","Spontaneous"
"63_Spontaneous","Hva er det som skjer nå da?","0","63","63_B","Spontaneous"
"63_Spontaneous","Vet ikke.","0","63","63_A","Spontaneous"
"63_Spontaneous","Jeg vet ikke","0","63","63_A","Spontaneous"
"63_Spontaneous","Vi var litt sent i gang det skulle ta en halv-","0","63","63_A","Spontaneous"
"63_Spontaneous","Vi var jo litt sent i gang, det skulle ta en halv-","0","63","63_A","Spontaneous"
"63_Spontaneous","xxx det bare er tidsmessig da at de bare venter til eh","0","63","63_A","Spontaneous"
"63_Spontaneous","Kan hende at det bare er tidsmessen og at vi må vente til eh","0","63","63_A","Spontaneous"
"63_Spontaneous","Men sa ikke han- sku- han sa vi skulle ha to eksperimenter her oppe sa han ikke det? Eller var det tre?","0","63","63_A","Spontaneous"
"63_Spontaneous","Sa han ikke at, sku-, han sa at vi skulle ha to","0","63","63_A","Spontaneous"
"63_Spontaneous","Eksperimenter her oppe sa han ikke det, eller var det tre","0","63","63_A","Spontaneous"
"63_Spontaneous","Hun sa at vi hadde en ting til synes jeg.","0","63","63_B","Spontaneous"
"63_Spontaneous","Tror han sa at vi hadde en til xxx","0","63","63_B","Spontaneous"
"63_Spontaneous","Ja men det er sikkert det her da. Haha. Nei- nei jeg vet ikke. Men men eh jeg tror han sa nede at det var tre eksperimenter nede og så var det to oppe xxx.","0","63","63_A","Spontaneous"
"63_Spontaneous","Men det er sikkert det her da, haha, nei jeg vet, jeg vet ikke","0","63","63_A","Spontaneous"
"63_Spontaneous","Men, men eh, jeg tror han sa nede at det var tre eksperimenter nede og så var det to oppe, men kan ikke huske det","0","63","63_A","Spontaneous"
"63_Spontaneous","Kan hende det.","0","63","63_B","Spontaneous"
"63_Spontaneous","Det er underlig","1","63","63_B","Spontaneous"
"63_Spontaneous","Ja det her er jo m- sitte her og spille og bedre det enn å sitte å skrive master så haha. Kan godt være en til for min del.","0","63","63_A","Spontaneous"
"63_Spontaneous","Men det er jo, sitte her å spille og, bedre enn å sitte å skrive master haha, så","0","63","63_A","Spontaneous"
"63_Spontaneous","Haha jaja.","1","63","63_B","Spontaneous"
"63_Spontaneous","Haha, jaja","1","63","63_B","Spontaneous"
"63_Spontaneous","Kan godt være en til for min del","0","63","63_A","Spontaneous"
"63_Spontaneous","Vi kan være meldt på en gang til da","0","63","63_B","Spontaneous"
"63_Spontaneous","Kan være med på en til da","0","63","63_B","Spontaneous"
"63_Spontaneous","Det tror jeg ikke haha det er ikke-","0","63","63_A","Spontaneous"
"63_Spontaneous","En til lek, haha, det er ikke","1","63","63_A","Spontaneous"
"63_Spontaneous","xxx skrive et annet navn så","0","63","63_B","Spontaneous"
"63_Spontaneous","xxx, kan gjøre et annet navn","0","63","63_B","Spontaneous"
"63_Spontaneous","Så","0","63","63_B","Spontaneous"
"63_Spontaneous","Han Connor han kompisen til Mikal foreslot at jeg skulle melde meg på fem ganger i forskjellige outfits haha.","0","63","63_A","Spontaneous"
"63_Spontaneous","Han Connor, han kompisen til Mikal foreslo at jeg skulle melde meg på fem ganger forskjellige outfits haha","0","63","63_A","Spontaneous"
"63_Spontaneous","Åh? Haha.","1","63","63_B","Spontaneous"
"63_Spontaneous","Åh","1","63","63_B","Spontaneous"
"63_Spontaneous","Kom på-","0","63","63_A","Spontaneous"
"63_Spontaneous","Hvem var det han som var her hin dagen? Hvem var det for en fyr da?","0","63","63_B","Spontaneous"
"63_Spontaneous","Kom på","0","63","63_A","Spontaneous"
"63_Spontaneous","Var det han der som var den dagen?","0","63","63_B","Spontaneous"
"63_Spontaneous","Ja.","0","63","63_A","Spontaneous"
"63_Spontaneous","Ja","1","63","63_A","Spontaneous"
"63_Spontaneous","Hvem var det for en fyr da?","0","63","63_B","Spontaneous"
"63_Spontaneous","Det er en kompis av Mikal fra Wales","0","63","63_A","Spontaneous"
"63_Spontaneous","Det er en kompis av Mikal fra Wales","0","63","63_A","Spontaneous"
"63_Spontaneous","Åh","1","63","63_B","Spontaneous"
"63_Spontaneous","Åja","1","63","63_B","Spontaneous"
"63_Spontaneous","Hva han studerer da?","0","63","63_B","Spontaneous"
"63_Spontaneous","Som-","0","63","63_A","Spontaneous"
"63_Spontaneous","Hva er det han studerer?","0","63","63_B","Spontaneous"
"63_Spontaneous","Som","0","63","63_A","Spontaneous"
"63_Spontaneous","Eh- akkurat hva han studerer vet ikke men han studerer i Norge nå hvertfall han bor ute på","0","63","63_A","Spontaneous"
"63_Spontaneous","Ah, akkurat hva han studerer vet jeg ikke men han studerer i Norge vertfall han bor ute på","0","63","63_A","Spontaneous"
"63_Spontaneous","Tror han bor på Fantoft kanskje safe bet å si at han bor på Fanto-","0","63","63_A","Spontaneous"
"63_Spontaneous","Tror han bor på xxx","0","63","63_A","Spontaneous"
"63_Spontaneous","Hm","1","63","63_B","Spontaneous"
"63_Spontaneous","Safe bet å si at han bor på xxx haha","0","63","63_A","Spontaneous"
"63_Spontaneous","Haha","0","63","63_B","Spontaneous"
"63_Spontaneous","Ja haha","1","63","63_B","Spontaneous"
"63_Spontaneous","Men han eh han har reist jævlig mye rundt det siste Mikal har ikke sett ham på en stund.","0","63","63_A","Spontaneous"
"63_Spontaneous","Nei han eh, han har reist jævlig mye rundt i det siste så Mikal har ikke sett han på en stund","0","63","63_A","Spontaneous"
"63_Spontaneous","Åh?","1","63","63_B","Spontaneous"
"63_Spontaneous","Åh","1","63","63_B","Spontaneous"
"63_Spontaneous","Mm.","0","63","63_A","Spontaneous"
"63_Spontaneous","Mm","0","63","63_A","Spontaneous"
"63_Spontaneous","Så han har blitt kjent med noen av de eh- noen av de utvekslingsstudentene her ute gjennom han. Fordi de studerte sammen i Wales og så kom han til Norge nå. Ja.","0","63","63_A","Spontaneous"
"63_Spontaneous","Så han har blitt kjent med noen av de, noen av de utvekslingsstudentene gjennom han","0","63","63_A","Spontaneous"
"63_Spontaneous","Åh.","1","63","63_B","Spontaneous"
"63_Spontaneous","Ah","1","63","63_B","Spontaneous"
"63_Spontaneous","For de studerte sammen i Wales, også kom han til Norge nå da","0","63","63_A","Spontaneous"
"63_Spontaneous","Åh?","1","63","63_B","Spontaneous"
"63_Spontaneous","Åh","1","63","63_B","Spontaneous"
"63_Spontaneous","Ja","0","63","63_A","Spontaneous"
"63_Spontaneous","Nice","1","63","63_B","Spontaneous"
"63_Spontaneous","Så jeg vet ikke om han skulle være med ut i- i dag eller hva han skulle men.","0","63","63_A","Spontaneous"
"63_Spontaneous","Så jeg vet ikke om han skal være med ut i","0","63","63_A","Spontaneous"
"63_Spontaneous","Idag heller","0","63","63_A","Spontaneous"
"63_Spontaneous","Hva han skulle gjøre men","0","63","63_A","Spontaneous"
"63_Spontaneous","Mm","1","63","63_B","Spontaneous"
"63_Spontaneous","Mm","1","63","63_B","Spontaneous"
"63_Spontaneous","Så blir det vel","0","63","63_A","Spontaneous"
"63_Spontaneous","Så blir det vel","0","63","63_A","Spontaneous"
"63_Spontaneous","Andreas kommer innom en tur Tarjeir sa han skulle komme innom en tur og ta ett glass.","0","63","63_A","Spontaneous"
"63_Spontaneous","Andreas kommer innom en tur","0","63","63_A","Spontaneous"
"63_Spontaneous","Tarald sa han skulle komme innom en tur å ta et glass","0","63","63_A","Spontaneous"
"63_Spontaneous","Ett glass?","0","63","63_B","Spontaneous"
"63_Spontaneous","Et glass","0","63","63_B","Spontaneous"
"63_Spontaneous","Haha. Altså tingen er","0","63","63_A","Spontaneous"
"63_Spontaneous","Ja haha","0","63","63_A","Spontaneous"
"63_Spontaneous","Altså","0","63","63_A","Spontaneous"
"63_Spontaneous","Tingen er","0","63","63_A","Spontaneous"
"63_Spontaneous","Vi, e-, altså da må vi gi han et glass ellers så må vi, fordi han kan ikke ta med en flaske også åpne den også ta et glass også sette den i kjøleskapet, den blir jo dårlig","0","63","63_A","Spontaneous"
"63_Spontaneous","Altså da må vi gi ham et glass da i såfall fordi han kan ikke ta med en flaske og så åpne den og så ta ett glass og så sette igjen i kjøleskapet den blir jo dårlig.","0","63","63_A","Spontaneous"
"63_Spontaneous","Hvorfor skal han ha ett glass da skal han på jobb?","0","63","63_B","Spontaneous"
"63_Spontaneous","Hvorfor skal han ha et glass xxx","0","63","63_B","Spontaneous"
"63_Spontaneous","Han eh sk- må jo- han har så mye jobb han må gjøre og bla bla bla.","0","63","63_A","Spontaneous"
"63_Spontaneous","Han eh sk-, må jobb-, han har så mye jobb han må gjøre og bla bla bla","0","63","63_A","Spontaneous"
"63_Spontaneous","Faen folk er så jævlig seriøse","0","63","63_B","Spontaneous"
"63_Spontaneous","Men folk er så jævlig seriøse","0","63","63_B","Spontaneous"
"63_Spontaneous","Haha begynner å- begynner jo å nærme seg hvertfall for oss vi har jo under en måned igjen på oss. Tjueseks dager til vi skal levere","0","63","63_A","Spontaneous"
"63_Spontaneous","Haha begynner å, begynner å nærme seg vertfall for oss, vi har jo mindre enn en måned igjen på oss","0","63","63_A","Spontaneous"
"63_Spontaneous","Det er 26 dager til vi skal levere","0","63","63_A","Spontaneous"
"63_Spontaneous","Ja vi fikk vite e- faen det var de sendte mail til de hun der-","0","63","63_B","Spontaneous"
"63_Spontaneous","Men vi fikk vite at, faen det var, de sendte mail til, hun der","0","63","63_B","Spontaneous"
"63_Spontaneous","De andre på lesesalen vi kan levere s- hun kunne så og si garantere at hvis vi leverte","0","63","63_B","Spontaneous"
"63_Spontaneous","De der på lesesalen","0","63","63_B","Spontaneous"
"63_Spontaneous","Vi kan leveres","0","63","63_B","Spontaneous"
"63_Spontaneous","Opp til så å si garantere at hvis vi leverte","0","63","63_B","Spontaneous"
"63_Spontaneous","Innen Juni så fikk vi liksom sensur før neste semester og da er det on time.","0","63","63_B","Spontaneous"
"63_Spontaneous","Innen juni","0","63","63_B","Spontaneous"
"63_Spontaneous","Så fikk vi liksom","0","63","63_B","Spontaneous"
"63_Spontaneous","Sensur før","0","63","63_B","Spontaneous"
"63_Spontaneous","Neste semester","0","63","63_B","Spontaneous"
"63_Spontaneous","Og da er det on time","0","63","63_B","Spontaneous"
"63_Spontaneous","Ja men eh- problemet da er at du får ikke dokumentert at du har masteren til BPU i Oslo da.","0","63","63_A","Spontaneous"
"63_Spontaneous","Ja men eh","1","63","63_A","Spontaneous"
"63_Spontaneous","Problemet er at du får ikke dokumentert at du har masteren til ppu i Oslo da","0","63","63_A","Spontaneous"
"63_Spontaneous","Nei jeg vet det det var det jeg tenkte og. Så da er jeg fucked liksom.","0","63","63_B","Spontaneous"
"63_Spontaneous","Nei jeg vet det, det var det jeg tenkte","1","63","63_B","Spontaneous"
"63_Spontaneous","Så der er jeg fucked liksom","0","63","63_B","Spontaneous"
"63_Spontaneous","Med mindre jeg leverer det i Mai.","0","63","63_B","Spontaneous"
"63_Spontaneous","Med mindre du vil ha","0","63","63_B","Spontaneous"
"63_Spontaneous","I mai","0","63","63_B","Spontaneous"
"63_Spontaneous","Mm","1","63","63_A","Spontaneous"
"63_Spontaneous","Mm","1","63","63_A","Spontaneous"
"63_Spontaneous","Så du får bare gjø-","0","63","63_A","Spontaneous"
"63_Spontaneous","Så den so- Oslo skjer uansett tror du det?","0","63","63_B","Spontaneous"
"63_Spontaneous","Så vi får bare gjøre","0","63","63_A","Spontaneous"
"63_Spontaneous","Oslo","0","63","63_B","Spontaneous"
"63_Spontaneous","Oslo skjer jo uansett, tror du det da?","0","63","63_B","Spontaneous"
"63_Spontaneous","Hæ-","0","63","63_A","Spontaneous"
"63_Spontaneous","Ja","0","63","63_A","Spontaneous"
"64_Spontaneous","Vet ikke jeg bare hilse først, Mats heter jeg","0","64","64_B","Spontaneous"
"64_Spontaneous","Haha","1","64","64_A","Spontaneous"
"64_Spontaneous","Hei, Andreas","0","64","64_A","Spontaneous"
"64_Spontaneous","Haha","0","64","64_A","Spontaneous"
"64_Spontaneous","Ja","1","64","64_B","Spontaneous"
"64_Spontaneous","Hva er det du studerer for no?","0","64","64_B","Spontaneous"
"64_Spontaneous","Jeg, jeg skriver master i historie.","0","64","64_A","Spontaneous"
"64_Spontaneous","Ja, okei, kult","0","64","64_B","Spontaneous"
"64_Spontaneous","Øh, seksualitetshistorie","0","64","64_A","Spontaneous"
"64_Spontaneous","Ja, hva?","0","64","64_B","Spontaneous"
"64_Spontaneous","Seksualitetshistorie.","0","64","64_A","Spontaneous"
"64_Spontaneous","Okei","1","64","64_B","Spontaneous"
"64_Spontaneous","Ja","0","64","64_A","Spontaneous"
"64_Spontaneous","Vet ikke hva det er","0","64","64_B","Spontaneous"
"64_Spontaneous","Haha","0","64","64_A","Spontaneous"
"64_Spontaneous","Haha","0","64","64_B","Spontaneous"
"64_Spontaneous","Jaja, nei jeg studerer, eller studerte økonomi, eller politisk økonomi, nå tar jeg bare sånn, nå tar jeg bare noen fag","0","64","64_B","Spontaneous"
"64_Spontaneous","Åja","1","64","64_A","Spontaneous"
"64_Spontaneous","xxx","1","64","64_A","Spontaneous"
"64_Spontaneous","Ja, så må jeg komme meg hjem til Kristiansand og få meg no jobb snart","0","64","64_B","Spontaneous"
"64_Spontaneous","Haha","0","64","64_A","Spontaneous"
"64_Spontaneous","Åja ja, ja, eh, du begynte ikke på Universitetet i Agder da, tilfeldigvis?","0","64","64_A","Spontaneous"
"64_Spontaneous","Så, ja","0","64","64_B","Spontaneous"
"64_Spontaneous","Jo, jeg tok en Bachelor der først, så reiste jeg opp hit","0","64","64_B","Spontaneous"
"64_Spontaneous","Ja","1","64","64_A","Spontaneous"
"64_Spontaneous","Ja jeg og bacheloren min der","0","64","64_A","Spontaneous"
"64_Spontaneous","Åja, ja, det er veldig fint da, i Kristiansand","0","64","64_B","Spontaneous"
"64_Spontaneous","Jojo det er det, så","0","64","64_A","Spontaneous"
"64_Spontaneous","Så jeg savner det","0","64","64_B","Spontaneous"
"64_Spontaneous","Så xxx, komme seg hjem og","0","64","64_B","Spontaneous"
"64_Spontaneous","Ja","1","64","64_A","Spontaneous"
"64_Spontaneous","Skal vi se på dette her","0","64","64_B","Spontaneous"
"64_Spontaneous","Øh, fortell hverandre om den verste roommate ex-, øh, experiencen du har, noengang hatt","0","64","64_B","Spontaneous"
"64_Spontaneous","Oi","0","64","64_B","Spontaneous"
"64_Spontaneous","Haha","0","64","64_A","Spontaneous"
"64_Spontaneous","Øh","0","64","64_B","Spontaneous"
"64_Spontaneous","Øh","0","64","64_A","Spontaneous"
"64_Spontaneous","Haha Okei, øh","0","64","64_A","Spontaneous"
"64_Spontaneous","Det har jeg vanskelighet med å komme på","0","64","64_A","Spontaneous"
"64_Spontaneous","Ja, jeg har heller ikke noen fæle noen","0","64","64_B","Spontaneous"
"64_Spontaneous","Øh","0","64","64_A","Spontaneous"
"64_Spontaneous","Øh, men","0","64","64_B","Spontaneous"
"64_Spontaneous","Det er jo selvfølgelig de der vanlige med at, masse, masse rot og sånn - ja det var en gang det var en dam med pils midt på stuegulvet","0","64","64_B","Spontaneous"
"64_Spontaneous","Haha","0","64","64_A","Spontaneous"
"64_Spontaneous","Det var ganske irriterende","0","64","64_B","Spontaneous"
"64_Spontaneous","Ja, det xxx","1","64","64_A","Spontaneous"
"64_Spontaneous","Gikk ut midt på natta og så ingenting også bare plutselig bare *dshhh* rett nedi dammen","0","64","64_B","Spontaneous"
"64_Spontaneous","Haha","0","64","64_A","Spontaneous"
"64_Spontaneous","Haha","0","64","64_B","Spontaneous"
"64_Spontaneous","Men","0","64","64_B","Spontaneous"
"64_Spontaneous","Det var jo, det var jo litt mer gøy faktisk, enn det var veldig irriterende, men","0","64","64_B","Spontaneous"
"64_Spontaneous","Nei, nei vi går videre da","0","64","64_B","Spontaneous"
"64_Spontaneous","Ja","0","64","64_A","Spontaneous"
"64_Spontaneous","Øh, fortell hverandre om den verste erfaringen du har med en sjef","0","64","64_B","Spontaneous"
"64_Spontaneous","Øh, fått sparken","0","64","64_A","Spontaneous"
"64_Spontaneous","Haha","0","64","64_A","Spontaneous"
"64_Spontaneous","Å fått sparken ja","0","64","64_B","Spontaneous"
"64_Spontaneous","Ja, øh","0","64","64_A","Spontaneous"
"64_Spontaneous","Javel, ja det kan jeg se for meg","0","64","64_B","Spontaneous"
"64_Spontaneous","Ja, det var ikke så kult","0","64","64_A","Spontaneous"
"64_Spontaneous","Nei","1","64","64_B","Spontaneous"
"64_Spontaneous","Nei det har ikke jeg fått, øh, men, en gang så","0","64","64_B","Spontaneous"
"64_Spontaneous","Jobba jeg på butikk, også var det","0","64","64_B","Spontaneous"
"64_Spontaneous","Mhm","1","64","64_A","Spontaneous"
"64_Spontaneous","Så satt èn øh vaniljesaus eller noe sånt, feil, med den nyeste datoen foran, øh, også kommer plutselig sjefen bort også sier ho sånn her","0","64","64_B","Spontaneous"
"64_Spontaneous","Også sier ho sånn Hva er, hva er dette her for noe? Så sier jeg Nei, øm, jeg, jeg grei- jeg vet faktisk ikke. Og hun hadde jo da sett på overvåkningskameraet at det var jeg som hadde satt dette her feil, da, ja da fyrte jeg meg litt, da fyrte jeg meg litt opp, det syntes jeg ikke var noe gøy","0","64","64_B","Spontaneous"
"64_Spontaneous","xxx","0","64","64_B","Spontaneous"
"64_Spontaneous","Ja nei, det skjønner jeg veldig godt","1","64","64_A","Spontaneous"
"64_Spontaneous","Så det tror jeg xxx","0","64","64_B","Spontaneous"
"64_Spontaneous","Stor xxx","0","64","64_A","Spontaneous"
"64_Spontaneous","Ja, så det må være noe, det må være det","0","64","64_B","Spontaneous"
"64_Spontaneous","Øh, fortell hverandre noe du er skikkelig dårlig til","0","64","64_B","Spontaneous"
"64_Spontaneous","Okei","0","64","64_B","Spontaneous"
"64_Spontaneous","Øh Matematikk","0","64","64_A","Spontaneous"
"64_Spontaneous","Matematikk?","0","64","64_B","Spontaneous"
"64_Spontaneous","Ja, det er sånn - faren min er jo veldig flink i matematikk, han har alltid vært det","0","64","64_A","Spontaneous"
"64_Spontaneous","Og jeg hadde vanskeligheter med å lære det meg på barneskolen og sånt da","0","64","64_A","Spontaneous"
"64_Spontaneous","Okei","1","64","64_B","Spontaneous"
"64_Spontaneous","Og, han, han kunne bare ikke forstå hvorfor jeg syntes det var så vanskelig haha","0","64","64_A","Spontaneous"
"64_Spontaneous","Ja riktig","1","64","64_B","Spontaneous"
"64_Spontaneous","Ja, nei, noen ganger faller eplet veldig langt fra stammen sant","0","64","64_A","Spontaneous"
"64_Spontaneous","Nei hva kan jeg","0","64","64_B","Spontaneous"
"64_Spontaneous","Haha","0","64","64_B","Spontaneous"
"64_Spontaneous","xxx haha","0","64","64_A","Spontaneous"
"64_Spontaneous","Nei jeg tror jeg er dårlig på, jeg er ganske dårlig på idrett","0","64","64_B","Spontaneous"
"64_Spontaneous","Mm","1","64","64_A","Spontaneous"
"64_Spontaneous","Egentlig, der er jeg ikke så god","0","64","64_B","Spontaneous"
"64_Spontaneous","Aldri, aldri vært noe - jeg har vært med i en del men det var liksom ikke noe, det var ikke noe å skrive hjem om","0","64","64_B","Spontaneous"
"64_Spontaneous","Ja","1","64","64_A","Spontaneous"
"64_Spontaneous","Nei, jeg har ikke ikke vært så forferdelig mye på idrett akkurat men, det hjalp liksom å finne noe som man virkelig interesser for - seg for.","0","64","64_A","Spontaneous"
"64_Spontaneous","Ja","1","64","64_B","Spontaneous"
"64_Spontaneous","Ja","1","64","64_A","Spontaneous"
"64_Spontaneous","Nei","1","64","64_B","Spontaneous"
"64_Spontaneous","Jeg prøvde fekting xxx, ja det var faktisk veldig artig. Det har, det har de her på universitetet","0","64","64_A","Spontaneous"
"64_Spontaneous","Fekting ja?","0","64","64_B","Spontaneous"
"64_Spontaneous","Jeg har aldri prøvd det","0","64","64_B","Spontaneous"
"64_Spontaneous","Åja","1","64","64_B","Spontaneous"
"64_Spontaneous","Hvis du er interessert","0","64","64_A","Spontaneous"
